"","miRNA","Estimate","Std. Error","t/z value","P value","variable","FDR","model","Presence","Exponentiated_Estimate"
"13","MIR_106B_3P",-0.726631675238558,0.394456909997562,-1.84210659471791,0.0655147132725223,"OPIOID_USERS",0.455479783625823,"linear",">10%",-0.726631675238558
"126","MIR_22_5P",-0.353846478944834,0.192205999365748,-1.84097520427289,0.0656801598672576,"OPIOID_USERS",0.455479783625823,"linear",">10%",-0.353846478944834
"7","LET_7E_5P",-0.700109382006781,0.380411883169387,-1.84039829716634,0.0657646125425376,"OPIOID_USERS",0.455479783625823,"linear",">10%",-0.700109382006781
"24","MIR_1248",-0.495502378758189,0.271061706360488,-1.82800582720163,0.0676372776702667,"OPIOID_USERS",0.455479783625823,"linear",">10%",-0.495502378758189
"23","MIR_1244",0.546035947251329,0.299506001723464,1.82312188773929,0.0683966589996359,"OPIOID_USERS",0.455479783625823,"linear",">10%",0.546035947251329
"254","MIR_664_3P",-0.620827634448311,0.341228164447443,-1.81939153660903,0.0689056005099098,"OPIOID_USERS",0.455479783625823,"linear",">10%",-0.620827634448311
"146","MIR_28_5P",-0.533375806965015,0.293373574082777,-1.81807720287213,0.0691072775156421,"OPIOID_USERS",0.455479783625823,"linear",">10%",-0.533375806965015
"76","MIR_154_5P",0.699090620040882,0.386861255328431,1.80708357430981,0.0709365551578506,"OPIOID_USERS",0.457146688795037,"linear",">10%",0.699090620040882
"199","MIR_423_5P",-0.497360746947665,0.285302322508248,-1.74327619409157,0.0813475948443751,"OPIOID_USERS",0.497252982873382,"linear",">10%",-0.497360746947665
"151","MIR_29C_3P",-0.738584074170091,0.424457614955278,-1.74006555224109,0.0819030776923783,"OPIOID_USERS",0.497252982873382,"linear",">10%",-0.738584074170091
"249","MIR_636",-1.13599183916555,0.656075497836254,-1.73149560212517,0.0835993762612985,"OPIOID_USERS",0.497252982873382,"linear",">10%",-1.13599183916555
"105","MIR_196B_5P",-0.47200985613576,0.273118835758281,-1.72822154438848,0.0840186074510197,"OPIOID_USERS",0.497252982873382,"linear",">10%",-0.47200985613576
"143","MIR_27B_3P",-0.457659363939116,0.268470638650233,-1.70469056221586,0.0883086580411373,"OPIOID_USERS",0.512190216638597,"linear",">10%",-0.457659363939116
"259","MIR_7_5P",0.775938746590081,0.461500112890969,1.68134031805405,0.092755241881944,"OPIOID_USERS",0.52530994727109,"linear",">10%",0.775938746590081
"255","MIR_668",-0.582584824786502,0.348019886332426,-1.67399866405916,0.0941935077865404,"OPIOID_USERS",0.52530994727109,"linear",">10%",-0.582584824786502
"85","MIR_181A_2_3P",-0.328207878279905,0.202869684967581,-1.61782613470492,0.105757962570069,"OPIOID_USERS",0.571845264049536,"linear",">10%",-0.328207878279905
"144","MIR_27B_5P",-0.600438978642394,0.371745838755702,-1.61518681863977,0.106481531926465,"OPIOID_USERS",0.571845264049536,"linear",">10%",-0.600438978642394
"165","MIR_324_3P",-0.38949248358431,0.243388215999844,-1.60029310369143,0.109591125282634,"OPIOID_USERS",0.576345056391762,"linear",">10%",-0.38949248358431
"182","MIR_362_5P",-0.56112155044347,0.352291324291089,-1.59277709030334,0.111294217785995,"OPIOID_USERS",0.576345056391762,"linear",">10%",-0.56112155044347
"56","MIR_136_3P",3.21394699307189,2.09838018691888,1.53163235771447,0.126124895688025,"OPIOID_USERS",0.633132014397221,"linear",">10%",3.21394699307189
"28","MIR_125B_5P",-0.507999545921831,0.333725406419569,-1.52220818717997,0.128013578632839,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.507999545921831
"52","MIR_132_3P",-0.518900110915986,0.342544615797405,-1.51483948947218,0.12987189017828,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.518900110915986
"248","MIR_635",0.828748463508031,0.550661447671103,1.5050054203232,0.132579001374179,"OPIOID_USERS",0.633132014397221,"linear",">10%",0.828748463508031
"96","MIR_18A_5P_A2",-0.507668840497339,0.343552067767908,-1.4777056758695,0.139545088821208,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.507668840497339
"215","MIR_494",0.552045938601086,0.374543676925148,1.47391605468596,0.140601885320017,"OPIOID_USERS",0.633132014397221,"linear",">10%",0.552045938601086
"14","MIR_106B_5P",-0.544631575217291,0.369917080696223,-1.47230718352404,0.140994030621092,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.544631575217291
"132","MIR_23A_5P",1.35632184917848,0.924793812878446,1.46662080810953,0.142656076164369,"OPIOID_USERS",0.633132014397221,"linear",">10%",1.35632184917848
"193","MIR_378A_5P",-0.407290787235206,0.279951492036764,-1.45486199866983,0.145764330590202,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.407290787235206
"169","MIR_330_3P",-0.372597074446725,0.258391899535173,-1.44198434671133,0.14937090772376,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.372597074446725
"184","MIR_363_5P",-0.307107277078791,0.21337789982962,-1.43926469106694,0.150141938724542,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.307107277078791
"210","MIR_484",0.15388346459685,0.107299562025048,1.43414811479778,0.151585695843094,"OPIOID_USERS",0.633132014397221,"linear",">10%",0.15388346459685
"1","CASECONTROL",-0.0342164361964517,0.0239290421362645,-1.42991248883283,0.152797138180758,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.0342164361964517
"274","MIR_93_5P",-0.473550477004294,0.3327461553826,-1.42315837266337,0.154746336375475,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.473550477004294
"44","MIR_1291_B1",0.403878724714158,0.289764391715752,1.39381765413864,0.163430447001055,"OPIOID_USERS",0.633132014397221,"linear",">10%",0.403878724714158
"55","MIR_135A_5P",0.533630940421696,0.383254053436096,1.39236867982839,0.163986571039185,"OPIOID_USERS",0.633132014397221,"linear",">10%",0.533630940421696
"175","MIR_33A_3P",0.665108928885163,0.477802127925756,1.3920175110407,0.164314371069314,"OPIOID_USERS",0.633132014397221,"linear",">10%",0.665108928885163
"189","MIR_374B_5P",-0.582431025892158,0.420051036231971,-1.38657204876055,0.165630102749577,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.582431025892158
"79","MIR_15B_3P",-0.502997784504208,0.364714833433831,-1.37915362467829,0.167904849615109,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.502997784504208
"179","MIR_342_5P",-0.639975560079135,0.463860619084802,-1.3796721121569,0.16792342585628,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.639975560079135
"33","MIR_1270",-0.327741715859537,0.237751463159744,-1.37850556839404,0.168107465891676,"OPIOID_USERS",0.633132014397221,"linear",">10%",-0.327741715859537
"19","MIR_1180",-0.263329559109295,0.193124720202966,-1.36352072812091,0.17277471282408,"OPIOID_USERS",0.635685031192271,"linear",">10%",-0.263329559109295
"264","MIR_766_3P",-0.310946368906641,0.228256876536477,-1.36226506567897,0.173169370566171,"OPIOID_USERS",0.635685031192271,"linear",">10%",-0.310946368906641
"69","MIR_148A_3P",0.806703519744371,0.598859056821473,1.34706741186492,0.178099302548441,"OPIOID_USERS",0.6456099717381,"linear",">10%",0.806703519744371
"164","MIR_323A_3P",0.41142940756344,0.307245056401928,1.33909203416188,0.180708388346311,"OPIOID_USERS",0.64698064963494,"linear",">10%",0.41142940756344
"177","MIR_340_5P",-0.563885066615971,0.423909399851371,-1.33020184693634,0.183650018002869,"OPIOID_USERS",0.649493966107708,"linear",">10%",-0.563885066615971
"45","MIR_1291_B2",0.373571503065369,0.289292208384063,1.29132929349213,0.196645223143785,"OPIOID_USERS",0.678802107804849,"linear",">10%",0.373571503065369
"35","MIR_1271_5P_B2",-0.33331430476551,0.258157608495959,-1.29112717888664,0.196714787462147,"OPIOID_USERS",0.678802107804849,"linear",">10%",-0.33331430476551
"81","MIR_16_1_3P",0.44782627779947,0.348580967337715,1.28471236172112,0.198959238494525,"OPIOID_USERS",0.678802107804849,"linear",">10%",0.44782627779947
"272","MIR_92A_3P",-0.156813271975214,0.125753059668827,-1.24699369055659,0.212451748769734,"OPIOID_USERS",0.690383766490329,"linear",">10%",-0.156813271975214
"256","MIR_671_3P",0.251802435630757,0.202289890756166,1.24476035203495,0.213272870809678,"OPIOID_USERS",0.690383766490329,"linear",">10%",0.251802435630757
"183","MIR_363_3P",-0.387434630931477,0.312427788924866,-1.24007737040526,0.21500021471573,"OPIOID_USERS",0.690383766490329,"linear",">10%",-0.387434630931477
"123","MIR_218_5P",-0.48719285350916,0.393178289817665,-1.23911433089323,0.215356063848706,"OPIOID_USERS",0.690383766490329,"linear",">10%",-0.48719285350916
"233","MIR_581",-0.364048554752045,0.294555014952661,-1.23592719957782,0.216626742807724,"OPIOID_USERS",0.690383766490329,"linear",">10%",-0.364048554752045
"133","MIR_24_2_5P",0.460109544274611,0.372339317581484,1.23572645312677,0.21663766465731,"OPIOID_USERS",0.690383766490329,"linear",">10%",0.460109544274611
"16","MIR_10A_5P",0.624942495150773,0.51196075172044,1.22068438459522,0.222414222663086,"OPIOID_USERS",0.701088310568422,"linear",">10%",0.624942495150773
"10","MIR_100_5P",0.725450716080357,0.597799239948135,1.21353569493213,0.225001666742531,"OPIOID_USERS",0.701618100594991,"linear",">10%",0.725450716080357
"41","MIR_1282",-0.455951527995315,0.379486632462214,-1.20149562327657,0.229849577301083,"OPIOID_USERS",0.702436779263376,"linear",">10%",-0.455951527995315
"22","MIR_1236",1.17425664857052,0.977872307754035,1.20082820554305,0.23010860010352,"OPIOID_USERS",0.702436779263376,"linear",">10%",1.17425664857052
"192","MIR_376C",-0.530307385959888,0.447552586381615,-1.18490519795077,0.236290325545972,"OPIOID_USERS",0.702549134286677,"linear",">10%",-0.530307385959888
"235","MIR_589_5P",-0.267271013940652,0.225750568374946,-1.18392177643046,0.236517251954955,"OPIOID_USERS",0.702549134286677,"linear",">10%",-0.267271013940652
"282","RNU44_A2",-0.538786195287824,0.458231955110949,-1.17579358942213,0.239735117286307,"OPIOID_USERS",0.702549134286677,"linear",">10%",-0.538786195287824
"181","MIR_361_5P",-0.396473561876561,0.337254046966108,-1.1755931928562,0.239835738946141,"OPIOID_USERS",0.702549134286677,"linear",">10%",-0.396473561876561
"135","MIR_25_3P",-0.348003661665291,0.299923244766449,-1.16030907153022,0.245972218334842,"OPIOID_USERS",0.707568116683033,"linear",">10%",-0.348003661665291
"21","MIR_1227",0.589546386455697,0.511026302487178,1.15365174666423,0.248725619037496,"OPIOID_USERS",0.707568116683033,"linear",">10%",0.589546386455697
"37","MIR_1274B",0.335019450332078,0.29046815266182,1.15337756398419,0.248868785867825,"OPIOID_USERS",0.707568116683033,"linear",">10%",0.335019450332078
"154","MIR_302C_3P",-0.453592751732556,0.396515297844954,-1.1439476716228,0.252697119122086,"OPIOID_USERS",0.711477325683543,"linear",">10%",-0.453592751732556
"244","MIR_625_5P",-0.280271050749657,0.252576759659698,-1.10964702820352,0.267201022232326,"OPIOID_USERS",0.743953266049542,"linear",">10%",-0.280271050749657
"292","MIR_570_3P",0.797141880457087,0.725869826734139,1.09818847828903,0.272122196276676,"OPIOID_USERS",0.346490995259121,"logistic","5-10%",2.21918914786925
"251","MIR_652_3P",-0.235674078620391,0.214889702961092,-1.09672113355316,0.272812575731719,"OPIOID_USERS",0.743953266049542,"linear",">10%",-0.235674078620391
"43","MIR_129_1_3P",-0.295259277803352,0.269790950907325,-1.09440022658423,0.273854750539703,"OPIOID_USERS",0.743953266049542,"linear",">10%",-0.295259277803352
"273","MIR_93_3P",-0.294573550566879,0.271351456877137,-1.08557939565534,0.277711839985907,"OPIOID_USERS",0.743953266049542,"linear",">10%",-0.294573550566879
"302","RNU44_A3",0.646222153650355,0.599831376571511,1.07733969727293,0.281328533655015,"OPIOID_USERS",0.356002156785667,"logistic","5-10%",1.9083178623052
"78","MIR_15A_3P",-0.327495329864178,0.306308603145896,-1.06916791268899,0.285079040374785,"OPIOID_USERS",0.743953266049542,"linear",">10%",-0.327495329864178
"40","MIR_128",0.37290141134028,0.348976696872919,1.0685567680643,0.285376189211587,"OPIOID_USERS",0.743953266049542,"linear",">10%",0.37290141134028
"287","RNU48_B1",0.126756070279462,0.11893627691568,1.06574775641687,0.286583621291984,"OPIOID_USERS",0.743953266049542,"linear",">10%",0.126756070279462
"174","MIR_339_5P",0.306093142503394,0.287512303412477,1.06462623988741,0.287091265862306,"OPIOID_USERS",0.743953266049542,"linear",">10%",0.306093142503394
"239","MIR_614",0.44385900366008,0.418044887125074,1.06174962864044,0.288760110762396,"OPIOID_USERS",0.743953266049542,"linear",">10%",0.44385900366008
"268","MIR_886_5P",0.271463384230922,0.256466369143648,1.05847556206823,0.289885238150339,"OPIOID_USERS",0.743953266049542,"linear",">10%",0.271463384230922
"236","MIR_590_5P",0.744033450860848,0.722512358504699,1.02978646953623,0.303182462489851,"OPIOID_USERS",0.755621139485046,"linear",">10%",0.744033450860848
"228","MIR_542_3P",-1.28034452940987,1.2464382232316,-1.02720255648961,0.304603870384324,"OPIOID_USERS",0.755621139485046,"linear",">10%",-1.28034452940987
"178","MIR_342_3P",0.278754313063802,0.272150171329424,1.0242665352813,0.305753523995554,"OPIOID_USERS",0.755621139485046,"linear",">10%",0.278754313063802
"231","MIR_574_3P",0.32206109049985,0.315904142526172,1.01948992477415,0.308014357086916,"OPIOID_USERS",0.755621139485046,"linear",">10%",0.32206109049985
"279","MIR_99B_3P",1.22558145319541,1.20214735055758,1.01949353598538,0.308289343555285,"OPIOID_USERS",0.755621139485046,"linear",">10%",1.22558145319541
"242","MIR_624_5P",-0.353133746469693,0.347853549869546,-1.01517936672524,0.310065226202485,"OPIOID_USERS",0.755621139485046,"linear",">10%",-0.353133746469693
"269","MIR_9_3P",0.375641617336883,0.372454262078915,1.00855770918066,0.313283588261588,"OPIOID_USERS",0.755689129297521,"linear",">10%",0.375641617336883
"5","LET_7C",-0.348749995621906,0.347273135953929,-1.00425273225906,0.315304774637931,"OPIOID_USERS",0.755689129297521,"linear",">10%",-0.348749995621906
"50","MIR_130B_3P",-0.370108234883813,0.372030634503794,-0.994832684618714,0.319863812085395,"OPIOID_USERS",0.760332012334135,"linear",">10%",-0.370108234883813
"281","RNU44_A1",-0.53547080581076,0.547220701339671,-0.978528050016847,0.327863901336436,"OPIOID_USERS",0.768782496393846,"linear",">10%",-0.53547080581076
"75","MIR_152",-0.29968784999551,0.307241219077308,-0.975415508685707,0.329397983840736,"OPIOID_USERS",0.768782496393846,"linear",">10%",-0.29968784999551
"234","MIR_589_3P",-0.311258528710114,0.320408454739691,-0.971442932000623,0.331371765687003,"OPIOID_USERS",0.768782496393846,"linear",">10%",-0.311258528710114
"221","MIR_502_5P",-0.319360970866695,0.335357764443015,-0.952299319495735,0.341001891810319,"OPIOID_USERS",0.770324935468338,"linear",">10%",-0.319360970866695
"206","MIR_454_3P",-0.451045948863142,0.473747842478441,-0.95208021740736,0.34110085175256,"OPIOID_USERS",0.770324935468338,"linear",">10%",-0.451045948863142
"296","MIR_218_2_3P",0.683560303923961,0.721290315631622,0.947690949275228,0.34328680985308,"OPIOID_USERS",0.429108512316349,"logistic","5-10%",1.98091786193004
"155","MIR_30A_3P",-0.498780008712153,0.527137259605052,-0.946205185886223,0.34424949886235,"OPIOID_USERS",0.770324935468338,"linear",">10%",-0.498780008712153
"232","MIR_576_3P",0.26566605114221,0.28227676012893,0.941154528700369,0.34666863346659,"OPIOID_USERS",0.770324935468338,"linear",">10%",0.26566605114221
"240","MIR_616_3P",0.299724295049271,0.319040853221195,0.939454279986735,0.347553956070201,"OPIOID_USERS",0.770324935468338,"linear",">10%",0.299724295049271
"277","MIR_942",-0.203893678705391,0.217230704239839,-0.938604325842804,0.347974367401215,"OPIOID_USERS",0.770324935468338,"linear",">10%",-0.203893678705391
"11","MIR_103A_3P",-0.325211285626178,0.351331037281014,-0.925654869956895,0.354666733113935,"OPIOID_USERS",0.779192065174554,"linear",">10%",-0.325211285626178
"161","MIR_31_5P",-0.278336154612816,0.308481519943274,-0.902278213177888,0.366950315976694,"OPIOID_USERS",0.798640493903514,"linear",">10%",-0.278336154612816
"18","MIR_1179",-0.350447340629339,0.389958461265055,-0.898678642572497,0.369026986838175,"OPIOID_USERS",0.798640493903514,"linear",">10%",-0.350447340629339
"109","MIR_19A_3P",-0.322123325022691,0.364819101026846,-0.882967268205037,0.377294277103699,"OPIOID_USERS",0.80162425899189,"linear",">10%",-0.322123325022691
"108","MIR_199A_5P",-0.355854216961484,0.403537795570086,-0.881836152320658,0.377993009299368,"OPIOID_USERS",0.80162425899189,"linear",">10%",-0.355854216961484
"171","MIR_331_5P",-0.335386222726697,0.380796618466474,-0.88074895222901,0.3786983568341,"OPIOID_USERS",0.80162425899189,"linear",">10%",-0.335386222726697
"130","MIR_223_5P",-0.225501271396997,0.258383064568639,-0.872740137878088,0.382844747072209,"OPIOID_USERS",0.804528816311163,"linear",">10%",-0.225501271396997
"220","MIR_502_3P",-0.22950288416205,0.265520745108638,-0.864350105932959,0.387433914184563,"OPIOID_USERS",0.808315360528943,"linear",">10%",-0.22950288416205
"54","MIR_134",0.310146553907162,0.362476182732329,0.855632917918334,0.392259392112558,"OPIOID_USERS",0.812537312233157,"linear",">10%",0.310146553907162
"328","MIR_511",0.559023305305593,0.656268304673144,0.851821276945587,0.394313295247804,"OPIOID_USERS",0.489904397126059,"logistic","5-10%",1.74896346249335
"170","MIR_331_3P",-0.227089264274742,0.268239713867837,-0.846590763911378,0.397259686373458,"OPIOID_USERS",0.815813765693994,"linear",">10%",-0.227089264274742
"80","MIR_15B_5P",-0.281951806051645,0.334604837795673,-0.842641152199416,0.399467430098439,"OPIOID_USERS",0.815813765693994,"linear",">10%",-0.281951806051645
"97","MIR_190A",-0.595353122434292,0.714420112337182,-0.833337572883595,0.404759391783324,"OPIOID_USERS",0.820840724595552,"linear",">10%",-0.595353122434292
"217","MIR_500A_3P",-0.180440726550808,0.221296739993181,-0.815379054189265,0.414895425594453,"OPIOID_USERS",0.823554681323786,"linear",">10%",-0.180440726550808
"276","MIR_941",-0.261397498458223,0.322491867875601,-0.810555317813642,0.417671250200039,"OPIOID_USERS",0.823554681323786,"linear",">10%",-0.261397498458223
"280","MIR_99B_5P",-0.228774451531144,0.282557735773825,-0.809655594473857,0.418173089751008,"OPIOID_USERS",0.823554681323786,"linear",">10%",-0.228774451531144
"107","MIR_199A_3P",0.536168371073229,0.670381050274268,0.799796430483634,0.423916171717753,"OPIOID_USERS",0.823554681323786,"linear",">10%",0.536168371073229
"66","MIR_146A_5P",0.364242750688514,0.455852600684901,0.79903624579799,0.424303823688082,"OPIOID_USERS",0.823554681323786,"linear",">10%",0.364242750688514
"290","U6_SNRNA_B",0.259288452305476,0.326107671142199,0.795100745092294,0.426590054485712,"OPIOID_USERS",0.823554681323786,"linear",">10%",0.259288452305476
"229","MIR_543",-0.239461459883725,0.30384857885274,-0.788094717401262,0.430678989234875,"OPIOID_USERS",0.823554681323786,"linear",">10%",-0.239461459883725
"261","MIR_744_3P",-0.184980153099908,0.234793871004087,-0.787840637870349,0.430824115049891,"OPIOID_USERS",0.823554681323786,"linear",">10%",-0.184980153099908
"298","LET_7I_3P",0.467518623086239,0.596836129053727,0.78332828782916,0.433434355812695,"OPIOID_USERS",0.535265318925316,"logistic","5-10%",1.59602892625969
"214","MIR_491_5P",0.434081003563852,0.554254496840819,0.783179939969922,0.433617593289138,"OPIOID_USERS",0.823554681323786,"linear",">10%",0.434081003563852
"173","MIR_339_3P",0.216582562121558,0.278048122140639,0.778939129148332,0.43604886067686,"OPIOID_USERS",0.823554681323786,"linear",">10%",0.216582562121558
"31","MIR_1260A",0.228068658687916,0.294176164007842,0.775279191830908,0.438208234399871,"OPIOID_USERS",0.823554681323786,"linear",">10%",0.228068658687916
"212","MIR_486_3P",-0.348795103160328,0.45182138926937,-0.771975633389903,0.44017577794892,"OPIOID_USERS",0.823554681323786,"linear",">10%",-0.348795103160328
"297","MIR_145_3P",0.403440638155664,0.524637909605869,0.768988726832086,0.441900002834636,"OPIOID_USERS",0.542452099288027,"logistic","5-10%",1.49696636685693
"4","LET_7B_5P",-0.284132638287473,0.371054435154249,-0.765743813759718,0.44386460298831,"OPIOID_USERS",0.825132915811602,"linear",">10%",-0.284132638287473
"186","MIR_370",0.258169722624396,0.339463719270366,0.760522282555847,0.446979288585062,"OPIOID_USERS",0.82563053305521,"linear",">10%",0.258169722624396
"191","MIR_376A_3P",-0.283412869408893,0.375988694343714,-0.753780296249568,0.451014928998838,"OPIOID_USERS",0.827812211453564,"linear",">10%",-0.283412869408893
"187","MIR_373_3P",-0.475331364725898,0.636159064369889,-0.74718948663682,0.455012860833824,"OPIOID_USERS",0.829897670703201,"linear",">10%",-0.475331364725898
"51","MIR_130B_5P",0.1639032818067,0.221506221735859,0.739948885057283,0.459362911950102,"OPIOID_USERS",0.83259527790956,"linear",">10%",0.1639032818067
"27","MIR_125A_5P",-0.239075091188689,0.32991776319157,-0.72465055799335,0.468696937626253,"OPIOID_USERS",0.836726983810092,"linear",">10%",-0.239075091188689
"241","MIR_616_5P",-0.185775640790304,0.258049444046922,-0.719922654654214,0.471604752225443,"OPIOID_USERS",0.836726983810092,"linear",">10%",-0.185775640790304
"300","MIR_186_5P_A3",0.397641131488349,0.55445252425363,0.717177962213499,0.473264295445222,"OPIOID_USERS",0.548595258395402,"logistic","5-10%",1.4883098265263
"303","RNU48_A3",0.397641131488349,0.55445252425363,0.717177962213499,0.473264295445222,"OPIOID_USERS",0.548595258395402,"logistic","5-10%",1.4883098265263
